Region,Year,Gender,ICD-10_Cause,ICD-10_Code,1-4 years,15-24 years,25-34 years,35-44 years,45-54 years,5-14 years,55-64 years,65-74 years,75-84 years,85+ years,< 1 year
Census Region 3: South,2018.0,Female,"Certain other intestinal infections (A04,A07-A09)",GR113-003,,,,,0.8,,1.9,5.3,16.0,46.3,3.6
Census Region 3: South,2018.0,Female,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",GR113-066,,,,,0.2,,0.3,0.8,1.2,2.7,
Census Region 3: South,2018.0,Female,Emphysema (J43),GR113-084,,,,,0.4,,2.6,5.1,12.2,21.9,
Census Region 3: South,2018.0,Female,"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)",GR113-131,,0.7,2.2,2.3,2.7,,2.2,0.5,,,
Census Region 3: South,2018.0,Female,Falls (W00-W19),GR113-118,,,,0.6,1.4,,3.9,13.2,51.3,238.5,
Census Region 3: South,2018.0,Female,Heart failure (I50),GR113-067,,,0.4,1.0,4.1,,11.7,33.7,127.4,673.6,
Census Region 3: South,2018.0,Female,Hodgkin disease (C81),GR113-038,,,,,,,0.3,0.4,1.3,2.0,
Census Region 3: South,2018.0,Female,Hypertensive heart and renal disease (I13),GR113-057,,,,0.2,0.6,,1.8,4.3,14.3,64.0,
Census Region 3: South,2018.0,Female,Hypertensive heart disease (I11),GR113-056,,,1.0,3.3,8.5,,16.8,25.4,64.5,317.2,
Census Region 3: South,2018.0,Female,Influenza (J09-J11),GR113-077,,,0.2,0.8,1.7,0.3,3.3,5.0,12.8,50.6,
Census Region 3: South,2018.0,Female,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,,2.0,2.8,3.4,4.5,,4.1,3.3,1.8,1.6,
Census Region 3: South,2018.0,Female,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,,3.4,4.6,5.2,6.5,0.6,5.7,3.5,2.1,1.9,
Census Region 3: South,2018.0,Female,Ischemic heart diseases (I20-I25),GR113-058,,,1.4,7.3,28.2,,73.1,158.3,419.4,1554.4,
Census Region 3: South,2018.0,Female,Leukemia (C91-C95),GR113-040,,0.6,0.8,1.2,2.3,0.3,5.5,13.0,33.7,58.2,
Census Region 3: South,2018.0,Female,Major cardiovascular diseases (I00-I78),GR113-053,1.1,2.4,8.8,26.9,75.6,0.5,182.2,404.0,1192.6,4872.3,13.4
Census Region 3: South,2018.0,Female,Malignant melanoma of skin (C43),GR113-028,,,0.2,0.8,1.2,,2.3,3.7,8.4,13.1,
Census Region 3: South,2018.0,Female,Malignant neoplasm of bladder (C67),GR113-035,,,,,0.9,,2.3,6.4,15.3,38.0,
Census Region 3: South,2018.0,Female,Malignant neoplasm of breast (C50),GR113-029,,,1.9,9.5,23.4,,43.5,66.7,102.7,168.1,
Census Region 3: South,2018.0,Female,Malignant neoplasm of cervix uteri (C53),GR113-030,,,1.3,3.0,4.9,,5.4,5.5,5.8,7.3,
Census Region 3: South,2018.0,Female,Malignant neoplasm of esophagus (C15),GR113-021,,,,,0.8,,3.0,5.4,8.7,10.9,
Census Region 3: South,2018.0,Female,Malignant neoplasm of larynx (C32),GR113-026,,,,,0.3,,1.3,1.6,1.5,1.6,
Census Region 3: South,2018.0,Female,Malignant neoplasm of ovary (C56),GR113-032,,,0.4,1.4,5.8,,13.3,24.2,40.0,39.0,
Census Region 3: South,2018.0,Female,Malignant neoplasm of pancreas (C25),GR113-025,,,,0.8,5.0,,17.6,38.6,70.3,96.5,
Census Region 3: South,2018.0,Female,Malignant neoplasm of stomach (C16),GR113-022,,,0.2,0.8,1.9,,3.9,6.6,11.7,21.0,
Census Region 3: South,2018.0,Female,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,,,0.9,3.5,10.9,,21.4,36.6,67.2,137.9,
Census Region 3: South,2018.0,Female,"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)",GR113-031,,,,1.1,3.4,,11.6,22.2,26.5,26.8,
Census Region 3: South,2018.0,Female,Malignant neoplasms of kidney and renal pelvis (C64-C65),GR113-034,,,,0.4,1.4,,3.8,8.7,15.5,28.8,
Census Region 3: South,2018.0,Female,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",GR113-020,,,,0.3,1.2,,3.2,4.4,7.2,14.1,
Census Region 3: South,2018.0,Female,Malignant neoplasms of liver and intrahepatic bile ducts (C22),GR113-024,,,,0.8,2.6,,9.5,16.3,25.3,34.8,
Census Region 3: South,2018.0,Female,"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)",GR113-037,,0.7,1.2,2.3,4.8,0.4,14.7,34.4,88.3,147.6,
Census Region 3: South,2018.0,Female,"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)",GR113-036,,0.5,0.7,1.6,3.2,0.7,7.6,12.7,18.9,17.4,
Census Region 3: South,2018.0,Female,"Malignant neoplasms of trachea, bronchus and lung (C33-C34)",GR113-027,,,0.3,2.1,16.1,,67.0,133.0,227.2,233.5,
Census Region 3: South,2018.0,Female,Malnutrition (E40-E46),GR113-048,,,,,0.5,,1.4,4.8,17.9,105.0,
Census Region 3: South,2018.0,Female,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR113-114,2.7,11.2,10.3,8.7,8.5,2.3,8.2,9.5,14.2,16.0,3.1
Census Region 3: South,2018.0,Female,"Multiple myeloma and immunoproliferative neoplasms (C88,C90)",GR113-041,,,,0.3,1.1,,4.3,9.8,22.2,32.5,
Census Region 3: South,2018.0,Female,Non-Hodgkin lymphoma (C82-C85),GR113-039,,,0.3,0.7,1.2,,4.7,11.1,30.9,54.5,
Census Region 3: South,2018.0,Female,"Nontransport accidents (W00-X59,Y86)",GR113-117,5.1,6.0,19.6,24.0,25.3,1.2,25.1,27.1,75.9,310.8,24.9
Census Region 3: South,2018.0,Female,Other acute ischemic heart diseases (I24),GR113-060,,,,,0.6,,1.9,2.5,6.7,21.2,
Census Region 3: South,2018.0,Female,"Other acute lower respiratory infections (J20-J22,U04)",GR113-079,,,,,,,,,,1.4,
Census Region 3: South,2018.0,Female,"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)",GR113-133,,0.7,2.1,2.2,2.6,,2.1,0.5,,,
Census Region 3: South,2018.0,Female,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)",GR113-018,,0.3,0.4,0.5,1.1,,2.6,4.9,10.6,19.6,4.5
Census Region 3: South,2018.0,Female,"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)",GR113-123,1.3,0.4,0.7,1.0,2.2,0.4,3.9,7.1,18.6,64.4,22.5
Census Region 3: South,2018.0,Female,Other chronic liver disease and cirrhosis (K73-K74),GR113-095,,,0.4,1.6,5.6,,12.2,18.2,25.9,21.6,
Census Region 3: South,2018.0,Female,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,,,,1.0,10.2,,47.8,124.3,317.8,636.9,
Census Region 3: South,2018.0,Female,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,,1.0,2.4,2.1,,,,,,,
Census Region 3: South,2018.0,Female,"Other diseases of arteries, arterioles and capillaries (I72-I78)",GR113-074,,,,0.4,0.9,,2.6,5.6,15.7,51.7,
Census Region 3: South,2018.0,Female,Other diseases of circulatory system (I71-I78),GR113-072,,,0.3,0.8,1.6,,4.3,10.3,28.5,82.4,
Census Region 3: South,2018.0,Female,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,0.7,0.3,0.6,1.8,4.8,,12.4,30.1,75.4,181.8,4.8
Census Region 3: South,2018.0,Female,Other disorders of circulatory system (I80-I99),GR113-075,,,0.4,0.9,1.1,,1.6,3.1,5.9,11.9,
Census Region 3: South,2018.0,Female,"Other forms of chronic ischemic heart disease (I20,I25)",GR113-061,,,0.6,3.7,16.2,,41.8,94.2,266.8,1116.0,
Census Region 3: South,2018.0,Female,Other heart diseases (I26-I51),GR113-064,0.8,1.4,4.2,9.6,20.6,0.3,46.3,105.9,327.2,1454.7,8.8
Census Region 3: South,2018.0,Female,"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)",GR113-115,,,,,,,0.3,,,,
Census Region 3: South,2018.0,Female,Other nutritional deficiencies (E50-E64),GR113-049,,,,,,,,,,2.9,
Census Region 3: South,2018.0,Female,Pneumonia (J12-J18),GR113-078,,0.3,0.9,1.5,4.1,,9.9,22.7,69.2,249.7,3.1
Census Region 3: South,2018.0,Female,Renal failure (N17-N19),GR113-100,,,0.7,2.0,5.6,,14.4,36.0,89.9,223.4,
Census Region 3: South,2018.0,Female,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",GR113-110,1.4,0.9,2.1,2.6,4.2,0.4,6.6,13.1,35.9,203.2,76.7
Census Region 3: South,2018.0,Female,"Transport accidents (V01-V99,Y85)",GR113-113,2.7,11.3,10.5,9.1,9.0,2.3,8.8,9.8,14.4,16.3,3.1
Census Region 3: South,2018.0,Female,"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)",GR113-116,,,,,0.3,,0.3,,,,
Census Region 3: South,2018.0,Male,"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)",GR113-112,12.4,43.8,79.9,81.6,80.2,4.8,84.5,77.1,142.9,403.9,40.0
Census Region 3: South,2018.0,Male,#Alzheimer disease (G30),GR113-052,,,,,0.3,,3.1,26.3,205.9,942.8,
Census Region 3: South,2018.0,Male,#Anemias (D50-D64),GR113-045,,,0.5,0.5,1.0,,1.6,3.8,8.1,28.2,
Census Region 3: South,2018.0,Male,#Aortic aneurysm and dissection (I71),GR113-073,,,0.4,1.3,2.4,,5.2,9.4,19.7,39.2,
Census Region 3: South,2018.0,Male,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,2.9,22.8,23.8,16.1,9.5,1.0,7.5,3.9,2.7,2.4,8.6
Census Region 3: South,2018.0,Male,#Atherosclerosis (I70),GR113-071,,,,,0.3,,1.3,2.3,5.6,30.3,
Census Region 3: South,2018.0,Male,#Cerebrovascular diseases (I60-I69),GR113-070,,0.4,1.8,6.1,17.5,,45.1,104.8,296.6,939.0,3.8
Census Region 3: South,2018.0,Male,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,0.6,,,,,,,,,,332.3
Census Region 3: South,2018.0,Male,#Cholelithiasis and other disorders of gallbladder (K80-K82),GR113-096,,,,,0.3,,1.0,3.0,7.4,25.0,
Census Region 3: South,2018.0,Male,"#Chronic liver disease and cirrhosis (K70,K73-K74)",GR113-093,,,1.8,9.2,27.8,,52.6,48.4,46.5,34.1,
Census Region 3: South,2018.0,Male,#Chronic lower respiratory diseases (J40-J47),GR113-082,,0.4,0.7,1.6,10.8,0.4,56.8,166.7,399.4,803.5,
Census Region 3: South,2018.0,Male,"#Complications of medical and surgical care (Y40-Y84,Y88)",GR113-135,,,,0.6,1.2,,2.5,5.0,9.1,14.2,
Census Region 3: South,2018.0,Male,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,2.8,1.0,1.0,1.1,1.7,0.8,2.7,2.1,2.3,4.4,130.6
Census Region 3: South,2018.0,Male,#Diabetes mellitus (E10-E14),GR113-046,,0.6,2.7,8.5,23.1,,52.6,98.6,175.7,298.8,
Census Region 3: South,2018.0,Male,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,0.8,3.3,13.0,43.4,131.8,0.5,321.9,603.7,1325.9,4148.2,9.4
Census Region 3: South,2018.0,Male,#Enterocolitis due to Clostridium difficile (A04.7),GR113-136,,,,,0.4,,1.3,3.4,9.8,23.5,
Census Region 3: South,2018.0,Male,"#Essential hypertension and hypertensive renal disease (I10,I12,I15)",GR113-069,,,0.4,2.2,6.1,,14.8,25.5,56.6,185.6,
Census Region 3: South,2018.0,Male,#Hernia (K40-K46),GR113-092,,,,,0.3,,0.7,1.4,3.2,10.8,
Census Region 3: South,2018.0,Male,#Human immunodeficiency virus (HIV) disease (B20-B24),GR113-016,,0.3,2.6,3.8,7.2,,8.2,5.0,3.2,,
Census Region 3: South,2018.0,Male,#Hyperplasia of prostate (N40),GR113-103,,,,,,,,,1.4,7.8,
Census Region 3: South,2018.0,Male,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR113-044,,,0.5,0.6,1.4,,4.6,13.9,39.2,98.4,
Census Region 3: South,2018.0,Male,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,,,,,,,,0.4,1.2,,
Census Region 3: South,2018.0,Male,#Influenza and pneumonia (J09-J18),GR113-076,0.8,0.5,1.3,2.8,7.4,,18.0,39.0,108.6,373.7,5.2
Census Region 3: South,2018.0,Male,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,,23.2,28.7,29.9,30.4,2.0,33.6,29.6,41.7,52.1,
Census Region 3: South,2018.0,Male,"#Legal intervention (Y35,Y89.0)",GR113-130,,0.4,0.6,0.7,0.3,,0.4,,,,
Census Region 3: South,2018.0,Male,#Malignant neoplasms (C00-C97),GR113-019,2.9,3.8,7.8,23.7,96.0,2.1,343.2,703.2,1270.3,2060.0,
Census Region 3: South,2018.0,Male,"#Meningitis (G00,G03)",GR113-050,,,,,,,0.5,0.4,,,
Census Region 3: South,2018.0,Male,"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",GR113-097,,,0.8,3.4,8.7,,21.1,51.5,123.6,331.6,3.0
Census Region 3: South,2018.0,Male,#Nutritional deficiencies (E40-E64),GR113-047,,,,,0.5,,1.8,4.8,17.0,86.8,
Census Region 3: South,2018.0,Male,#Parkinson disease (G20-G21),GR113-051,,,,,0.3,,2.9,25.4,133.6,313.5,
Census Region 3: South,2018.0,Male,#Peptic ulcer (K25-K28),GR113-090,,,,,0.7,,1.7,2.2,5.4,12.2,
Census Region 3: South,2018.0,Male,"#Pneumoconioses and chemical effects (J60-J66,J68)",GR113-087,,,,,,,0.3,1.4,3.8,8.6,
Census Region 3: South,2018.0,Male,#Pneumonitis due to solids and liquids (J69),GR113-088,,,0.2,0.6,1.5,,5.3,14.5,44.5,183.4,
Census Region 3: South,2018.0,Male,#Septicemia (A40-A41),GR113-010,,,1.1,3.2,8.8,0.2,20.8,43.2,90.9,222.1,5.1
Census Region 3: South,2018.0,Male,#Tuberculosis (A16-A19),GR113-004,,,,,0.3,,0.5,0.5,0.8,2.4,
Census Region 3: South,2018.0,Male,#Viral hepatitis (B15-B19),GR113-015,,,,0.7,2.7,,8.6,5.7,2.6,,
Census Region 3: South,2018.0,Male,Accidental discharge of firearms (W32-W34),GR113-119,,0.8,0.5,0.3,,,0.4,0.4,,,
Census Region 3: South,2018.0,Male,Accidental drowning and submersion (W65-W74),GR113-120,5.3,2.2,1.9,1.8,2.0,0.8,2.1,2.1,2.7,3.6,
Census Region 3: South,2018.0,Male,"Accidental exposure to smoke, fire and flames (X00-X09)",GR113-121,0.8,,0.5,0.9,1.1,0.5,2.2,3.1,4.3,5.6,
Census Region 3: South,2018.0,Male,Accidental poisoning and exposure to noxious substances (X40-X49),GR113-122,,11.5,42.0,47.5,39.4,,31.1,10.3,3.1,3.6,
Census Region 3: South,2018.0,Male,"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)",GR113-098,,,,,,,0.3,0.6,1.9,5.7,
Census Region 3: South,2018.0,Male,Acute and subacute endocarditis (I33),GR113-065,,,0.4,0.5,0.8,,0.8,1.5,2.5,,
Census Region 3: South,2018.0,Male,Acute myocardial infarction (I21-I22),GR113-059,,,1.6,8.2,31.3,,78.3,136.4,252.0,553.6,
Census Region 3: South,2018.0,Male,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),GR113-055,,,,,0.4,,0.8,1.8,3.7,9.3,
Census Region 3: South,2018.0,Male,Alcoholic liver disease (K70),GR113-094,,,1.3,6.4,16.7,,29.3,20.6,12.3,6.2,
Census Region 3: South,2018.0,Male,"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)",GR113-043,1.1,1.4,2.0,4.0,12.5,0.7,39.1,78.1,149.2,280.2,
Census Region 3: South,2018.0,Male,All other diseases (Residual) ,GR113-111,3.3,5.5,11.4,23.1,51.7,2.1,110.9,207.2,555.8,1926.2,17.4
Census Region 3: South,2018.0,Male,"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)",GR113-063,,,0.9,5.1,21.0,,66.6,162.8,426.0,1419.6,
Census Region 3: South,2018.0,Male,"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)",GR113-068,0.6,2.2,5.5,12.2,27.0,0.3,58.6,113.1,251.9,802.5,7.6
Census Region 3: South,2018.0,Male,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,,21.4,21.2,13.5,6.8,0.7,4.5,2.2,1.1,,
Census Region 3: South,2018.0,Male,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,2.5,1.4,2.7,2.6,2.7,0.3,2.9,1.6,1.6,,8.5
Census Region 3: South,2018.0,Male,Asthma (J45-J46),GR113-085,,0.4,0.5,0.6,0.9,0.4,1.2,1.0,1.7,3.2,
Census Region 3: South,2018.0,Male,"Atherosclerotic cardiovascular disease, so described (I25.0)",GR113-062,,,1.0,5.7,22.1,,52.8,71.3,105.5,271.1,
Census Region 3: South,2018.0,Male,"Bronchitis, chronic and unspecified (J40-J42)",GR113-083,,,,,,,,,1.2,,
Census Region 3: South,2018.0,Male,"Certain other intestinal infections (A04,A07-A09)",GR113-003,,,,0.3,0.5,,2.1,5.1,13.8,31.6,6.0
Census Region 3: South,2018.0,Male,"Discharge of firearms, undetermined intent (Y22-Y24)",GR113-132,,0.5,0.4,0.3,,,,,,,
Census Region 3: South,2018.0,Male,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",GR113-066,,,,,,,0.5,0.9,1.5,,
Census Region 3: South,2018.0,Male,Emphysema (J43),GR113-084,,,,,0.6,,3.1,7.6,16.9,29.5,
Census Region 3: South,2018.0,Male,"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)",GR113-131,,1.8,5.0,5.1,5.6,0.3,4.9,2.3,1.1,,3.8
Census Region 3: South,2018.0,Male,Falls (W00-W19),GR113-118,,0.5,1.1,1.9,3.7,,9.8,21.9,73.1,275.4,
Census Region 3: South,2018.0,Male,Heart failure (I50),GR113-067,,,0.6,2.4,6.7,,20.6,54.2,175.4,738.4,
Census Region 3: South,2018.0,Male,Hodgkin disease (C81),GR113-038,,,,,,,0.6,1.3,2.1,2.8,
Census Region 3: South,2018.0,Male,Hypertensive heart and renal disease (I13),GR113-057,,,,0.5,1.6,,3.1,6.6,19.0,68.3,
Census Region 3: South,2018.0,Male,Hypertensive heart disease (I11),GR113-056,,0.3,2.3,8.1,18.9,,35.6,48.5,79.2,261.6,
Census Region 3: South,2018.0,Male,Influenza (J09-J11),GR113-077,,,0.4,0.8,1.9,,3.8,6.1,16.9,59.4,
Census Region 3: South,2018.0,Male,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,,13.8,15.3,15.5,17.5,1.0,22.4,23.4,36.2,45.3,
Census Region 3: South,2018.0,Male,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,,9.4,13.4,14.4,12.9,1.0,11.2,6.2,5.6,6.8,
Census Region 3: South,2018.0,Male,Ischemic heart diseases (I20-I25),GR113-058,,0.4,3.7,19.4,76.1,,201.8,376.9,792.7,2263.9,
Census Region 3: South,2018.0,Male,Leukemia (C91-C95),GR113-040,0.9,1.1,0.9,1.6,2.8,0.5,9.3,25.2,62.5,107.9,
Census Region 3: South,2018.0,Male,Major cardiovascular diseases (I00-I78),GR113-053,1.1,4.0,15.8,53.4,159.3,0.7,392.4,755.2,1723.4,5393.9,13.9
Census Region 3: South,2018.0,Male,Malignant melanoma of skin (C43),GR113-028,,,0.3,1.1,2.3,,4.5,9.3,19.2,41.5,
Census Region 3: South,2018.0,Male,Malignant neoplasm of bladder (C67),GR113-035,,,,,1.6,,7.2,20.7,57.3,137.7,
Census Region 3: South,2018.0,Male,Malignant neoplasm of breast (C50),GR113-029,,,,,0.3,,0.5,1.1,2.1,2.4,
Census Region 3: South,2018.0,Male,Malignant neoplasm of esophagus (C15),GR113-021,,,,0.8,4.4,,15.9,27.8,35.8,39.9,
Census Region 3: South,2018.0,Male,Malignant neoplasm of larynx (C32),GR113-026,,,,,1.3,,5.2,8.6,9.9,11.2,
Census Region 3: South,2018.0,Male,Malignant neoplasm of pancreas (C25),GR113-025,,,,1.5,7.6,,26.0,55.2,87.2,107.0,
Census Region 3: South,2018.0,Male,Malignant neoplasm of prostate (C61),GR113-033,,,,,2.1,,15.9,54.1,151.1,414.1,
Census Region 3: South,2018.0,Male,Malignant neoplasm of stomach (C16),GR113-022,,,0.3,1.3,3.2,,7.7,13.2,22.3,33.7,
Census Region 3: South,2018.0,Male,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,,,1.1,4.1,15.9,,35.0,56.8,101.2,170.9,
Census Region 3: South,2018.0,Male,Malignant neoplasms of kidney and renal pelvis (C64-C65),GR113-034,,,,0.8,3.6,,10.4,20.4,36.6,54.7,
Census Region 3: South,2018.0,Male,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",GR113-020,,,,0.5,4.0,,11.5,18.0,20.7,25.3,
Census Region 3: South,2018.0,Male,Malignant neoplasms of liver and intrahepatic bile ducts (C22),GR113-024,,,0.3,1.0,6.3,,33.3,47.9,53.4,60.4,
Census Region 3: South,2018.0,Male,"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)",GR113-037,0.9,1.4,1.7,3.0,7.7,0.6,24.2,62.7,153.7,255.4,
Census Region 3: South,2018.0,Male,"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)",GR113-036,,0.6,1.1,2.6,4.7,0.7,11.1,18.9,25.1,26.4,
Census Region 3: South,2018.0,Male,"Malignant neoplasms of trachea, bronchus and lung (C33-C34)",GR113-027,,,0.3,2.4,18.5,,96.0,210.4,345.4,399.2,
Census Region 3: South,2018.0,Male,Malnutrition (E40-E46),GR113-048,,,,,0.5,,1.6,4.7,16.5,84.7,
Census Region 3: South,2018.0,Male,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR113-114,3.2,26.2,29.6,23.8,26.2,2.7,26.8,23.8,29.7,38.3,2.7
Census Region 3: South,2018.0,Male,"Multiple myeloma and immunoproliferative neoplasms (C88,C90)",GR113-041,,,,,1.6,,5.3,14.5,34.9,51.5,
Census Region 3: South,2018.0,Male,Non-Hodgkin lymphoma (C82-C85),GR113-039,,0.3,0.6,1.0,3.0,,8.9,21.6,53.9,92.7,
Census Region 3: South,2018.0,Male,"Nontransport accidents (W00-X59,Y86)",GR113-117,9.1,16.7,48.9,56.2,52.2,2.1,55.1,51.2,111.7,364.0,37.3
Census Region 3: South,2018.0,Male,Other acute ischemic heart diseases (I24),GR113-060,,,,0.3,1.7,,4.1,6.5,9.1,19.6,
Census Region 3: South,2018.0,Male,"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)",GR113-133,,1.4,4.6,4.9,5.4,,4.7,2.1,0.8,,3.7
Census Region 3: South,2018.0,Male,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)",GR113-018,0.6,,0.3,0.7,1.3,,3.9,7.4,14.0,25.1,3.9
Census Region 3: South,2018.0,Male,"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)",GR113-123,2.1,1.5,2.9,3.8,5.8,0.6,9.5,13.5,28.1,75.6,34.8
Census Region 3: South,2018.0,Male,Other chronic liver disease and cirrhosis (K73-K74),GR113-095,,,0.4,2.8,11.1,,23.4,27.7,34.1,27.9,
Census Region 3: South,2018.0,Male,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,,,,0.9,9.2,,52.3,157.9,379.6,769.2,
Census Region 3: South,2018.0,Male,"Other diseases of arteries, arterioles and capillaries (I72-I78)",GR113-074,,,,0.3,1.2,,4.1,9.4,19.0,51.6,
Census Region 3: South,2018.0,Male,Other diseases of circulatory system (I71-I78),GR113-072,,,0.6,1.5,3.6,,9.4,18.8,38.7,90.8,
Census Region 3: South,2018.0,Male,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,0.8,0.5,0.7,1.8,4.9,,15.1,45.1,111.4,226.7,5.9
Census Region 3: South,2018.0,Male,Other disorders of circulatory system (I80-I99),GR113-075,,,0.4,1.0,1.9,,3.0,3.4,6.4,15.8,
Census Region 3: South,2018.0,Male,"Other forms of chronic ischemic heart disease (I20,I25)",GR113-061,,,2.0,10.8,43.1,,119.4,234.1,531.5,1690.6,
Census Region 3: South,2018.0,Male,Other heart diseases (I26-I51),GR113-064,0.7,2.6,6.7,15.2,34.8,0.4,80.6,169.8,431.2,1545.1,9.2
Census Region 3: South,2018.0,Male,"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)",GR113-115,,0.4,0.7,0.7,0.7,,0.9,0.5,,,
Census Region 3: South,2018.0,Male,Pneumonia (J12-J18),GR113-078,,0.4,0.9,2.0,5.5,,14.2,32.8,91.7,314.3,4.6
Census Region 3: South,2018.0,Male,Renal failure (N17-N19),GR113-100,,,0.8,3.2,8.5,,20.8,50.8,121.2,325.3,2.9
Census Region 3: South,2018.0,Male,Respiratory tuberculosis (A16),GR113-005,,,,,,,0.3,0.4,,,
